id_credvoucher,id_cliente,data_criacao,valor_voucher,tipo_credito,data_expiracao,id_compra
3344,647,2019-07-05,7935.58,crédito cancelamento,2020-07-04,4652.0
3345,704,2016-01-11,229.87,cartão presente,2016-07-09,4653.0
3346,573,2014-02-18,972.02,crédito cancelamento,2015-02-18,4654.0
3347,475,2014-06-08,666.81,cartão presente,2014-12-05,4655.0
3348,647,2012-02-15,136.48,crédito desculpa,2013-02-14,4656.0
3349,569,2011-10-29,6473.76,crédito desculpa,2012-10-28,4657.0
3350,332,2017-05-23,2040.64,crédito desculpa,2018-05-23,4659.0
3351,814,2014-06-20,4416.19,crédito desculpa,2015-06-20,4666.0
3352,652,2012-09-11,1029.71,crédito cancelamento,2013-09-11,4667.0
3353,744,2010-10-27,736.58,crédito desculpa,2011-10-27,4672.0
3354,622,2010-05-14,1139.96,crédito desculpa,2011-05-14,4673.0
3355,171,2014-08-11,2488.39,crédito cancelamento,2015-08-11,4674.0
3356,973,2017-10-06,638.57,crédito cancelamento,2018-10-06,4675.0
3357,166,2014-01-05,984.16,cartão presente,2014-07-04,4676.0
3358,237,2018-01-22,538.85,crédito desculpa,2019-01-22,4677.0
3359,301,2020-05-09,119.78,crédito desculpa,2021-05-09,4680.0
3360,623,2015-04-27,780.48,cartão presente,2015-10-24,4681.0
3361,259,2018-12-11,296.44,cartão presente,2019-06-09,4683.0
3362,412,2011-02-11,350.42,cartão presente,2011-08-10,4684.0
3363,695,2010-04-20,504.92,cartão presente,2010-10-17,4685.0
3364,110,2015-03-29,263.43,cartão presente,2015-09-25,4687.0
3365,343,2017-04-12,5741.94,cartão presente,2017-10-09,4688.0
3366,303,2018-01-07,3471.29,cartão presente,2018-07-06,4690.0
3367,1,2011-08-04,9089.19,crédito cancelamento,2012-08-03,4691.0
3368,478,2012-08-23,6139.57,crédito desculpa,2013-08-23,4693.0
3369,8,2012-10-04,651.72,cartão presente,2013-04-02,4696.0
3370,29,2017-05-01,60.75,crédito desculpa,2018-05-01,4698.0
3371,525,2010-11-12,448.33,crédito cancelamento,2011-11-12,4699.0
3372,32,2019-03-27,582.05,crédito cancelamento,2020-03-26,4700.0
3373,423,2011-09-17,725.48,crédito desculpa,2012-09-16,4702.0
3374,611,2011-09-27,365.18,cartão presente,2012-03-25,4706.0
3375,439,2015-02-06,1227.0,crédito desculpa,2016-02-06,4707.0
3376,663,2016-09-02,466.33,cartão presente,2017-03-01,4710.0
3377,555,2018-08-14,1347.11,crédito desculpa,2019-08-14,4712.0
3378,798,2018-03-03,461.78,crédito cancelamento,2019-03-03,4713.0
3379,632,2016-09-22,8635.79,cartão presente,2017-03-21,4714.0
3380,417,2019-01-01,6015.29,cartão presente,2019-06-30,4716.0
3381,960,2016-11-23,732.95,crédito desculpa,2017-11-23,4717.0
3382,965,2012-09-01,656.01,cartão presente,2013-02-28,4719.0
3383,390,2019-03-12,741.52,crédito desculpa,2020-03-11,4720.0
3384,23,2013-06-02,103.2,crédito cancelamento,2014-06-02,4723.0
3385,55,2012-07-14,6723.2,crédito desculpa,2013-07-14,4724.0
3386,198,2015-08-01,967.94,crédito cancelamento,2016-07-31,4725.0
3387,609,2011-12-06,2706.7,cartão presente,2012-06-03,4726.0
3388,794,2019-07-27,552.53,cartão presente,2020-01-23,4729.0
3389,281,2011-11-24,4236.36,crédito desculpa,2012-11-23,4731.0
3390,699,2020-03-26,9458.12,crédito desculpa,2021-03-26,4733.0
3391,540,2017-06-25,971.1,crédito cancelamento,2018-06-25,4735.0
3392,980,2014-10-22,695.88,crédito desculpa,2015-10-22,4736.0
3393,259,2015-07-08,380.04,crédito desculpa,2016-07-07,4740.0
3394,62,2014-12-27,3555.58,cartão presente,2015-06-25,4743.0
3395,139,2011-04-24,657.42,crédito cancelamento,2012-04-23,4745.0
3396,215,2016-03-28,576.08,crédito desculpa,2017-03-28,4746.0
3397,553,2016-01-07,343.97,cartão presente,2016-07-05,4747.0
3398,560,2013-10-15,639.03,cartão presente,2014-04-13,4748.0
3399,817,2020-04-10,567.08,crédito cancelamento,2021-04-10,4749.0
3400,193,2012-11-07,655.08,crédito cancelamento,2013-11-07,4750.0
3401,151,2010-02-06,451.98,crédito cancelamento,2011-02-06,4751.0
3402,569,2020-01-21,335.72,crédito cancelamento,2021-01-20,4753.0
3403,229,2010-12-06,2353.74,crédito desculpa,2011-12-06,4754.0
3404,933,2019-06-19,218.04,crédito cancelamento,2020-06-18,4755.0
3405,718,2018-05-31,3366.47,crédito desculpa,2019-05-31,4756.0
3406,667,2019-10-12,1140.83,crédito cancelamento,2020-10-11,4757.0
3407,687,2010-08-13,55.47,crédito cancelamento,2011-08-13,4758.0
3408,57,2017-05-21,3015.7,crédito cancelamento,2018-05-21,4759.0
3409,574,2013-02-25,1873.04,cartão presente,2013-08-24,4760.0
3410,738,2019-09-19,2760.83,crédito cancelamento,2020-09-18,4761.0
3411,844,2016-01-29,9241.06,crédito cancelamento,2017-01-28,4762.0
3412,167,2020-02-10,419.06,crédito cancelamento,2021-02-09,4766.0
3413,360,2012-02-14,46.55,cartão presente,2012-08-12,4769.0
3414,309,2011-11-04,219.33,crédito desculpa,2012-11-03,4771.0
3415,654,2015-04-07,785.61,crédito desculpa,2016-04-06,4773.0
3416,478,2016-11-24,299.79,cartão presente,2017-05-23,4776.0
3417,738,2011-04-13,9635.63,crédito desculpa,2012-04-12,4778.0
3418,5,2015-10-21,196.27,cartão presente,2016-04-18,4779.0
3419,85,2013-12-08,682.83,crédito desculpa,2014-12-08,4780.0
3420,656,2010-10-14,9204.52,crédito desculpa,2011-10-14,4781.0
3421,855,2011-01-01,206.62,cartão presente,2011-06-30,4782.0
3422,69,2015-07-01,6582.78,crédito desculpa,2016-06-30,4783.0
3423,621,2011-06-27,137.11,cartão presente,2011-12-24,4784.0
3424,51,2017-09-26,210.08,cartão presente,2018-03-25,4785.0
3425,764,2018-05-16,8355.25,crédito desculpa,2019-05-16,4786.0
3426,676,2012-06-17,3387.94,cartão presente,2012-12-14,4787.0
3427,935,2014-03-22,162.85,crédito desculpa,2015-03-22,4788.0
3428,383,2012-10-21,584.31,crédito desculpa,2013-10-21,4789.0
3429,691,2019-11-27,126.69,crédito cancelamento,2020-11-26,4790.0
3430,146,2011-05-31,229.32,cartão presente,2011-11-27,4791.0
3431,667,2013-07-09,2208.8,crédito desculpa,2014-07-09,4792.0
3432,348,2020-02-23,297.96,crédito desculpa,2021-02-22,4793.0
3433,193,2013-04-26,9906.92,crédito cancelamento,2014-04-26,4794.0
3434,428,2013-02-28,4621.26,cartão presente,2013-08-27,4795.0
3435,609,2014-12-17,811.07,crédito cancelamento,2015-12-17,4797.0
3436,454,2019-07-01,332.44,crédito cancelamento,2020-06-30,4798.0
3437,997,2017-09-02,473.35,crédito desculpa,2018-09-02,4799.0
3438,376,2017-01-17,5173.53,cartão presente,2017-07-16,4802.0
3439,86,2019-12-27,1760.89,crédito desculpa,2020-12-26,4804.0
3440,585,2014-05-14,81.19,crédito cancelamento,2015-05-14,4806.0
3441,917,2017-11-06,9269.79,crédito cancelamento,2018-11-06,4807.0
3442,811,2012-07-21,9667.9,crédito cancelamento,2013-07-21,4808.0
3443,868,2017-09-14,402.91,crédito cancelamento,2018-09-14,4809.0
3444,965,2020-05-15,5349.87,cartão presente,2020-11-11,4810.0
3445,744,2013-11-06,4924.75,crédito cancelamento,2014-11-06,4811.0
3446,530,2014-10-27,364.08,crédito cancelamento,2015-10-27,4813.0
3447,422,2018-11-21,4635.04,crédito cancelamento,2019-11-21,4814.0
3448,569,2011-02-20,674.93,crédito desculpa,2012-02-20,4815.0
3449,419,2016-07-01,4696.76,crédito cancelamento,2017-07-01,4816.0
3450,843,2016-05-05,6446.1,crédito desculpa,2017-05-05,4817.0
3451,749,2012-01-18,5044.51,crédito desculpa,2013-01-17,4818.0
3452,240,2013-09-09,442.5,crédito desculpa,2014-09-09,4819.0
3453,727,2017-01-10,707.15,cartão presente,2017-07-09,4820.0
3454,863,2012-06-03,655.74,crédito cancelamento,2013-06-03,4821.0
3455,174,2016-05-20,823.76,crédito desculpa,2017-05-20,4822.0
3456,80,2011-01-25,4959.59,crédito desculpa,2012-01-25,4823.0
3457,958,2011-09-17,577.55,cartão presente,2012-03-15,4824.0
3458,398,2015-04-15,7125.99,cartão presente,2015-10-12,4825.0
3459,49,2015-05-15,5503.83,crédito cancelamento,2016-05-14,4826.0
3460,686,2018-01-04,417.31,crédito desculpa,2019-01-04,4827.0
3461,497,2019-02-08,925.64,crédito cancelamento,2020-02-08,4828.0
3462,46,2013-09-12,92.25,crédito cancelamento,2014-09-12,4829.0
3463,356,2010-11-26,3356.35,cartão presente,2011-05-25,4830.0
3464,366,2013-04-29,168.93,crédito cancelamento,2014-04-29,4831.0
3465,567,2015-07-17,9731.17,crédito desculpa,2016-07-16,4832.0
3466,86,2012-03-25,1419.1,crédito desculpa,2013-03-25,4833.0
3467,379,2015-01-24,539.05,crédito desculpa,2016-01-24,4834.0
3468,115,2011-11-30,588.62,cartão presente,2012-05-28,4836.0
3469,651,2012-06-18,5.92,crédito desculpa,2013-06-18,4841.0
3470,116,2016-01-28,38.2,crédito cancelamento,2017-01-27,4843.0
3471,219,2014-11-01,725.81,cartão presente,2015-04-30,4844.0
3472,202,2017-11-03,1792.1,crédito cancelamento,2018-11-03,4845.0
3473,99,2011-10-25,309.86,crédito desculpa,2012-10-24,4847.0
3474,235,2017-08-25,1532.11,crédito desculpa,2018-08-25,4848.0
3475,855,2019-06-22,373.57,crédito desculpa,2020-06-21,4850.0
3476,853,2014-06-02,685.3,crédito cancelamento,2015-06-02,4851.0
3477,279,2017-12-28,3914.9,crédito cancelamento,2018-12-28,4854.0
3478,344,2014-09-07,3575.0,crédito desculpa,2015-09-07,4855.0
3479,6,2019-02-10,294.67,crédito desculpa,2020-02-10,4858.0
3480,554,2010-02-01,3585.59,crédito desculpa,2011-02-01,4860.0
3481,148,2016-10-31,69.12,crédito desculpa,2017-10-31,4864.0
3482,780,2016-12-05,963.96,cartão presente,2017-06-03,4865.0
3483,416,2013-06-14,1882.2,crédito cancelamento,2014-06-14,4866.0
3484,644,2016-04-18,6222.38,cartão presente,2016-10-15,4869.0
3485,352,2015-08-10,736.39,cartão presente,2016-02-06,4870.0
3486,947,2017-06-11,9066.9,cartão presente,2017-12-08,4875.0
3487,727,2013-08-13,5908.94,cartão presente,2014-02-09,4876.0
3488,678,2017-07-08,2525.6,cartão presente,2018-01-04,4877.0
3489,173,2015-10-09,9944.04,crédito desculpa,2016-10-08,4879.0
3490,740,2018-03-26,39.76,crédito desculpa,2019-03-26,4880.0
3491,501,2013-03-05,111.01,crédito desculpa,2014-03-05,4882.0
3492,738,2012-06-29,761.44,cartão presente,2012-12-26,4883.0
3493,248,2014-12-12,5859.83,cartão presente,2015-06-10,4886.0
3494,193,2017-03-25,598.24,crédito cancelamento,2018-03-25,4887.0
3495,394,2015-04-04,2286.77,crédito cancelamento,2016-04-03,4888.0
3496,198,2014-10-14,1111.22,cartão presente,2015-04-12,4889.0
3497,832,2015-06-07,964.89,cartão presente,2015-12-04,4890.0
3498,630,2010-12-30,97.51,crédito cancelamento,2011-12-30,4891.0
3499,364,2011-06-27,473.71,cartão presente,2011-12-24,4892.0
3500,404,2011-09-25,547.3,crédito cancelamento,2012-09-24,4894.0
3501,793,2020-04-06,6281.44,crédito desculpa,2021-04-06,4897.0
3502,817,2019-07-13,3447.18,crédito desculpa,2020-07-12,4899.0
3503,782,2016-02-27,143.28,crédito desculpa,2017-02-26,4900.0
3504,201,2018-01-15,1620.8,crédito cancelamento,2019-01-15,4901.0
3505,61,2017-09-21,6921.9,cartão presente,2018-03-20,4902.0
3506,424,2016-10-14,340.55,crédito desculpa,2017-10-14,4903.0
3507,301,2012-03-28,6637.11,crédito desculpa,2013-03-28,4904.0
3508,819,2019-08-25,9216.78,cartão presente,2020-02-21,4905.0
3509,595,2019-04-02,1710.0,crédito cancelamento,2020-04-01,4906.0
3510,34,2020-02-02,118.16,crédito desculpa,2021-02-01,4908.0
3511,999,2011-11-23,9196.89,crédito desculpa,2012-11-22,4909.0
3512,534,2013-06-04,632.23,cartão presente,2013-12-01,4910.0
3513,474,2010-12-29,9635.26,cartão presente,2011-06-27,4911.0
3514,476,2014-04-16,5287.91,crédito desculpa,2015-04-16,4912.0
3515,411,2012-10-07,2826.48,crédito desculpa,2013-10-07,4913.0
3516,563,2010-10-03,1363.29,crédito cancelamento,2011-10-03,4914.0
3517,580,2012-10-29,930.76,cartão presente,2013-04-27,4916.0
3518,257,2019-01-29,6740.17,crédito cancelamento,2020-01-29,4918.0
3519,788,2012-03-06,981.58,cartão presente,2012-09-02,4919.0
3520,915,2010-08-10,196.27,cartão presente,2011-02-06,4920.0
3521,529,2014-07-18,9599.08,cartão presente,2015-01-14,4922.0
3522,86,2012-12-29,761.61,crédito cancelamento,2013-12-29,4923.0
3523,845,2016-03-29,568.08,cartão presente,2016-09-25,4926.0
3524,496,2010-08-18,7416.73,crédito desculpa,2011-08-18,4927.0
3525,203,2016-07-03,1434.51,cartão presente,2016-12-30,4929.0
3526,974,2015-11-14,568.11,cartão presente,2016-05-12,4930.0
3527,935,2013-10-29,882.65,crédito cancelamento,2014-10-29,4931.0
3528,212,2012-02-04,472.73,crédito cancelamento,2013-02-03,4932.0
3529,398,2013-12-02,371.83,crédito cancelamento,2014-12-02,4933.0
3530,21,2019-07-19,8605.09,crédito desculpa,2020-07-18,4934.0
3531,13,2016-10-28,4062.08,cartão presente,2017-04-26,4936.0
3532,386,2018-12-18,6433.84,cartão presente,2019-06-16,4937.0
3533,5,2019-11-02,736.99,cartão presente,2020-04-30,4938.0
3534,449,2020-01-30,397.91,crédito desculpa,2021-01-29,4939.0
3535,726,2010-02-10,7.46,crédito cancelamento,2011-02-10,4941.0
3536,998,2016-11-20,780.63,cartão presente,2017-05-19,4942.0
3537,253,2014-03-27,241.86,crédito desculpa,2015-03-27,4943.0
3538,144,2011-03-21,60.48,crédito cancelamento,2012-03-20,4945.0
3539,519,2012-12-19,178.28,crédito desculpa,2013-12-19,4946.0
3540,370,2017-10-31,9653.62,cartão presente,2018-04-29,4947.0
3541,580,2019-08-28,6833.89,cartão presente,2020-02-24,4948.0
3542,391,2017-08-02,354.41,crédito desculpa,2018-08-02,4949.0
3543,116,2014-01-24,6406.4,crédito desculpa,2015-01-24,4951.0
3544,579,2013-11-01,499.55,crédito cancelamento,2014-11-01,4952.0
3545,68,2017-04-28,6370.93,crédito cancelamento,2018-04-28,4958.0
3546,843,2012-09-04,557.7,cartão presente,2013-03-03,4960.0
3547,282,2010-06-09,812.05,cartão presente,2010-12-06,4961.0
3548,948,2018-06-11,3238.79,crédito desculpa,2019-06-11,4963.0
3549,863,2012-04-05,509.19,cartão presente,2012-10-02,4964.0
3550,856,2014-06-20,4811.68,cartão presente,2014-12-17,4966.0
3551,88,2012-11-24,204.54,crédito desculpa,2013-11-24,4967.0
3552,72,2016-05-24,580.21,crédito desculpa,2017-05-24,4968.0
3553,223,2019-02-19,517.62,cartão presente,2019-08-18,4970.0
3554,400,2013-10-25,624.32,crédito desculpa,2014-10-25,4972.0
3555,388,2018-10-12,1528.66,cartão presente,2019-04-10,4975.0
3556,252,2014-10-06,56.45,crédito cancelamento,2015-10-06,4976.0
3557,173,2012-04-23,698.28,cartão presente,2012-10-20,4977.0
3558,984,2013-05-30,641.88,cartão presente,2013-11-26,4978.0
3559,819,2016-08-06,590.72,crédito desculpa,2017-08-06,4980.0
3560,941,2014-05-02,912.51,cartão presente,2014-10-29,4984.0
3561,378,2011-07-22,210.75,crédito cancelamento,2012-07-21,4987.0
3562,375,2017-01-29,3049.73,cartão presente,2017-07-28,4990.0
3563,283,2019-10-04,345.54,crédito desculpa,2020-10-03,4991.0
3564,916,2020-05-15,7792.45,crédito desculpa,2021-05-15,4993.0
3565,754,2010-01-24,6575.37,crédito cancelamento,2011-01-24,4995.0
3566,806,2018-06-28,931.03,cartão presente,2018-12-25,4996.0
3567,394,2016-11-14,6578.1,crédito cancelamento,2017-11-14,4999.0
3568,561,2015-10-27,2288.6,crédito cancelamento,2016-10-26,
3569,69,2010-07-25,35.26,crédito cancelamento,2011-07-25,
3570,949,2016-06-16,1587.26,cartão presente,2016-12-13,
3571,813,2011-01-29,118.14,crédito cancelamento,2012-01-29,
3572,140,2014-03-10,8510.92,crédito cancelamento,2015-03-10,
3573,628,2019-04-02,4079.48,cartão presente,2019-09-29,
3574,692,2018-08-07,95.03,cartão presente,2019-02-03,
3575,278,2019-03-09,692.31,cartão presente,2019-09-05,
3576,404,2013-02-07,7065.06,crédito desculpa,2014-02-07,
3577,244,2014-09-01,6171.9,crédito cancelamento,2015-09-01,
3578,57,2012-01-26,273.07,cartão presente,2012-07-24,
3579,665,2012-09-27,257.74,crédito desculpa,2013-09-27,
3580,761,2011-10-01,3525.68,crédito cancelamento,2012-09-30,
3581,936,2010-12-07,726.32,crédito cancelamento,2011-12-07,357.0
3582,286,2013-08-06,1165.09,crédito desculpa,2014-08-06,
3583,614,2018-07-12,243.48,crédito desculpa,2019-07-12,
3584,404,2017-02-17,871.5,crédito desculpa,2018-02-17,
3585,172,2013-12-12,945.81,crédito cancelamento,2014-12-12,
3586,358,2012-10-12,14.26,crédito cancelamento,2013-10-12,
3587,784,2019-07-09,1321.06,cartão presente,2020-01-05,
3588,631,2012-05-05,5885.3,crédito desculpa,2013-05-05,
3589,330,2016-10-01,4645.06,crédito desculpa,2017-10-01,181.0
3590,60,2012-11-26,7925.9,cartão presente,2013-05-25,
3591,430,2019-06-25,1255.92,crédito cancelamento,2020-06-24,42.0
3592,697,2015-03-23,7765.79,crédito desculpa,2016-03-22,
3593,175,2010-07-01,875.92,crédito cancelamento,2011-07-01,
3594,325,2013-12-18,383.31,crédito cancelamento,2014-12-18,
3595,418,2016-08-15,425.34,cartão presente,2017-02-11,
3596,956,2010-03-26,124.76,crédito desculpa,2011-03-26,
3597,232,2017-07-30,2295.91,cartão presente,2018-01-26,
3598,4,2019-03-10,6114.33,cartão presente,2019-09-06,
3599,619,2014-01-14,62.42,crédito desculpa,2015-01-14,58.0
3600,852,2019-12-22,166.56,crédito desculpa,2020-12-21,
3601,961,2018-01-06,167.45,crédito cancelamento,2019-01-06,
3602,545,2016-12-26,9553.37,crédito cancelamento,2017-12-26,
3603,461,2011-07-19,325.07,crédito cancelamento,2012-07-18,
3604,382,2017-01-23,4298.54,crédito desculpa,2018-01-23,
3605,554,2015-09-26,732.34,crédito cancelamento,2016-09-25,
3606,805,2012-02-10,6172.74,cartão presente,2012-08-08,
3607,207,2016-10-03,1550.15,crédito cancelamento,2017-10-03,
3608,113,2017-09-23,8304.51,cartão presente,2018-03-22,496.0
3609,756,2018-04-10,779.65,cartão presente,2018-10-07,
3610,445,2015-01-02,815.82,crédito cancelamento,2016-01-02,
3611,733,2015-12-26,7390.31,cartão presente,2016-06-23,
3612,447,2013-10-14,9548.24,crédito desculpa,2014-10-14,
3613,103,2017-08-02,242.96,crédito cancelamento,2018-08-02,
3614,58,2018-07-09,496.61,cartão presente,2019-01-05,
3615,290,2017-03-03,8143.32,crédito cancelamento,2018-03-03,
3616,32,2016-08-19,4618.3,crédito cancelamento,2017-08-19,
3617,698,2011-10-05,859.06,crédito cancelamento,2012-10-04,249.0
3618,626,2012-06-05,434.86,crédito cancelamento,2013-06-05,
3619,382,2010-06-10,1395.67,cartão presente,2010-12-07,
3620,692,2019-07-23,240.88,crédito desculpa,2020-07-22,
3621,153,2011-10-24,733.89,crédito desculpa,2012-10-23,441.0
3622,503,2012-08-12,612.46,cartão presente,2013-02-08,
3623,632,2013-09-02,6485.26,cartão presente,2014-03-01,
3624,522,2012-10-19,8793.13,crédito desculpa,2013-10-19,
3625,997,2011-08-22,1065.83,crédito cancelamento,2012-08-21,
3626,590,2017-04-24,373.28,cartão presente,2017-10-21,60.0
3627,486,2017-03-23,384.87,crédito desculpa,2018-03-23,
3628,962,2011-07-12,2450.67,crédito cancelamento,2012-07-11,
3629,707,2012-02-02,853.92,crédito desculpa,2013-02-01,
3630,705,2018-10-15,7043.63,crédito cancelamento,2019-10-15,
3631,691,2019-03-28,9705.2,cartão presente,2019-09-24,
3632,122,2010-06-19,7541.23,cartão presente,2010-12-16,
3633,615,2016-08-19,869.46,crédito desculpa,2017-08-19,
3634,359,2015-08-28,6503.85,cartão presente,2016-02-24,233.0
3635,142,2014-05-30,7401.46,cartão presente,2014-11-26,
3636,539,2012-12-14,9536.88,cartão presente,2013-06-12,145.0
3637,727,2013-04-18,757.73,crédito cancelamento,2014-04-18,
3638,676,2017-12-10,4832.76,crédito cancelamento,2018-12-10,
3639,529,2012-07-27,5150.91,cartão presente,2013-01-23,
3640,919,2013-03-13,9221.72,cartão presente,2013-09-09,177.0
3641,804,2017-05-18,933.45,crédito cancelamento,2018-05-18,
3642,43,2012-10-01,2746.69,crédito desculpa,2013-10-01,329.0
3643,974,2010-12-05,6492.8,cartão presente,2011-06-03,321.0
3644,409,2012-05-18,497.68,cartão presente,2012-11-14,
3645,605,2013-05-26,913.41,crédito cancelamento,2014-05-26,
3646,455,2014-03-23,368.02,crédito desculpa,2015-03-23,
3647,210,2011-08-15,620.95,crédito desculpa,2012-08-14,
3648,910,2014-07-01,72.72,crédito cancelamento,2015-07-01,
3649,260,2013-11-19,2028.66,crédito cancelamento,2014-11-19,
3650,586,2019-03-19,8528.44,cartão presente,2019-09-15,373.0
3651,280,2015-04-15,755.14,crédito cancelamento,2016-04-14,31.0
3652,267,2013-12-16,5376.3,cartão presente,2014-06-14,
3653,277,2017-11-26,85.9,crédito cancelamento,2018-11-26,
3654,394,2012-12-06,321.49,crédito desculpa,2013-12-06,
3655,328,2017-03-19,944.44,crédito desculpa,2018-03-19,59.0
3656,873,2015-10-25,6786.68,crédito desculpa,2016-10-24,
3657,357,2016-01-03,921.61,crédito cancelamento,2017-01-02,
3658,979,2011-11-09,7808.85,crédito desculpa,2012-11-08,
3659,980,2010-05-02,8940.58,cartão presente,2010-10-29,
3660,725,2015-08-25,7415.03,crédito desculpa,2016-08-24,
3661,381,2014-10-08,994.4,crédito desculpa,2015-10-08,461.0
3662,486,2012-05-23,4086.45,crédito cancelamento,2013-05-23,
3663,258,2016-07-16,572.98,cartão presente,2017-01-12,344.0
3664,378,2012-01-12,588.97,crédito desculpa,2013-01-11,
3665,451,2019-08-10,549.62,cartão presente,2020-02-06,
3666,403,2017-02-15,825.3,crédito desculpa,2018-02-15,
3667,723,2014-04-11,812.9,cartão presente,2014-10-08,
3668,475,2015-12-12,674.61,crédito desculpa,2016-12-11,92.0
3669,813,2019-06-06,20.09,cartão presente,2019-12-03,
3670,611,2011-10-25,647.05,cartão presente,2012-04-22,
3671,530,2011-10-17,571.74,crédito desculpa,2012-10-16,
3672,153,2020-01-03,549.15,cartão presente,2020-07-01,
3673,252,2011-01-26,6189.13,cartão presente,2011-07-25,
3674,571,2010-06-25,431.55,cartão presente,2010-12-22,
3675,416,2016-03-29,388.71,crédito desculpa,2017-03-29,
3676,425,2012-05-26,225.84,cartão presente,2012-11-22,
3677,208,2018-04-08,851.08,crédito desculpa,2019-04-08,
3678,145,2011-05-06,8890.11,crédito cancelamento,2012-05-05,
3679,675,2011-02-02,7371.88,crédito cancelamento,2012-02-02,
3680,62,2010-01-23,6208.33,crédito desculpa,2011-01-23,48.0
3681,658,2012-11-24,993.02,cartão presente,2013-05-23,
3682,210,2019-02-04,1055.52,crédito cancelamento,2020-02-04,
3683,842,2016-12-28,9558.06,crédito desculpa,2017-12-28,
3684,782,2019-07-31,115.72,crédito desculpa,2020-07-30,
3685,427,2012-04-10,2078.16,cartão presente,2012-10-07,
3686,214,2013-02-07,3596.38,crédito desculpa,2014-02-07,
3687,816,2017-03-08,5351.19,crédito desculpa,2018-03-08,
3688,388,2016-03-15,6595.02,cartão presente,2016-09-11,
3689,758,2017-04-30,1532.7,cartão presente,2017-10-27,314.0
3690,793,2013-07-14,344.35,crédito desculpa,2014-07-14,
3691,865,2010-08-11,2702.45,cartão presente,2011-02-07,28.0
3692,816,2015-06-10,4548.67,crédito cancelamento,2016-06-09,
3693,457,2014-03-06,501.89,cartão presente,2014-09-02,
3694,894,2010-07-07,8174.16,crédito desculpa,2011-07-07,454.0
3695,6,2014-10-18,522.19,crédito cancelamento,2015-10-18,74.0
3696,174,2010-01-03,430.77,crédito cancelamento,2011-01-03,
3697,93,2011-11-17,785.71,crédito desculpa,2012-11-16,
3698,467,2015-09-29,5902.02,cartão presente,2016-03-27,
3699,587,2020-05-17,4497.79,cartão presente,2020-11-13,
3700,122,2016-09-25,424.7,crédito cancelamento,2017-09-25,
3701,511,2015-01-22,5776.08,cartão presente,2015-07-21,
3702,562,2017-09-30,3251.82,crédito cancelamento,2018-09-30,
3703,165,2011-06-24,5401.85,crédito desculpa,2012-06-23,
3704,367,2010-12-08,8070.03,cartão presente,2011-06-06,
3705,801,2015-08-06,9509.76,cartão presente,2016-02-02,222.0
3706,396,2010-09-15,6776.26,crédito cancelamento,2011-09-15,
3707,400,2012-01-29,5508.09,crédito cancelamento,2013-01-28,335.0
3708,375,2016-09-04,1631.44,cartão presente,2017-03-03,94.0
3709,198,2019-04-27,385.95,cartão presente,2019-10-24,
3710,901,2015-10-29,770.81,crédito desculpa,2016-10-28,
3711,851,2013-01-20,562.3,crédito cancelamento,2014-01-20,365.0
3712,699,2013-12-27,8781.52,cartão presente,2014-06-25,244.0
3713,991,2015-10-19,699.6,cartão presente,2016-04-16,
3714,266,2016-01-02,762.71,crédito cancelamento,2017-01-01,212.0
3715,98,2018-04-14,4.61,crédito cancelamento,2019-04-14,
3716,670,2016-06-26,675.83,crédito desculpa,2017-06-26,
3717,845,2014-05-26,747.86,crédito cancelamento,2015-05-26,
3718,5,2017-12-09,768.76,crédito desculpa,2018-12-09,
3719,353,2014-10-24,378.66,crédito desculpa,2015-10-24,
3720,662,2011-03-10,935.61,crédito desculpa,2012-03-09,
3721,521,2015-07-02,1352.56,cartão presente,2015-12-29,
3722,504,2016-04-08,7778.3,crédito cancelamento,2017-04-08,
3723,579,2017-02-03,936.17,cartão presente,2017-08-02,65.0
3724,951,2010-09-29,41.79,cartão presente,2011-03-28,
3725,476,2018-08-31,1353.89,crédito cancelamento,2019-08-31,
3726,730,2016-03-05,712.05,crédito cancelamento,2017-03-05,110.0
3727,731,2017-02-04,122.42,crédito desculpa,2018-02-04,
3728,168,2010-01-05,775.49,crédito desculpa,2011-01-05,
3729,931,2016-02-16,614.45,crédito cancelamento,2017-02-15,211.0
3730,616,2015-03-04,7841.99,crédito desculpa,2016-03-03,
3731,236,2010-10-16,1918.98,crédito desculpa,2011-10-16,
3732,418,2016-10-20,6795.37,crédito desculpa,2017-10-20,20.0
3733,785,2014-05-10,1118.76,cartão presente,2014-11-06,
3734,568,2013-05-22,3065.57,cartão presente,2013-11-18,176.0
3735,121,2015-03-16,74.1,crédito cancelamento,2016-03-15,
3736,314,2020-04-10,9670.59,cartão presente,2020-10-07,
3737,345,2010-03-09,439.69,crédito cancelamento,2011-03-09,
3738,669,2011-01-12,367.4,crédito desculpa,2012-01-12,
3739,689,2012-05-22,7928.86,crédito desculpa,2013-05-22,
3740,200,2013-07-30,736.85,crédito desculpa,2014-07-30,
3741,338,2019-04-08,591.88,crédito cancelamento,2020-04-07,
3742,221,2018-03-28,272.24,crédito cancelamento,2019-03-28,
3743,168,2014-10-07,1656.56,crédito cancelamento,2015-10-07,
3744,674,2012-01-12,156.4,cartão presente,2012-07-10,
3745,175,2014-06-25,9595.97,crédito cancelamento,2015-06-25,
3746,78,2017-12-03,955.8,crédito desculpa,2018-12-03,
